,id,map,game_type,ban1,ban2,ban3,ban4,ban5,ban6,pick1,pick2,pick3,pick4,pick5,pick6,pick7,pick8,pick9,pick10,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10
105,106,Cursed Hollow,HeroLeague,Azmodan,Genji,Mal'Ganis,Diablo,Garrosh,Brightwing,Raynor,E.T.C.,Cassia,Yrel,Lucio,Li Li,Sonya,Anub'arak,Johanna,Tychus,12,5,9,9,20,13,8,15,6,15
106,107,Sky Temple,TeamLeague,Mal'Ganis,Azmodan,Kael'thas,Kerrigan,Blaze,Brightwing,Diablo,Varian,Jaina,Whitemane,Gul'dan,Falstad,E.T.C.,Dehaka,Tychus,Rehgar,12,7,5,1,20,20,20,10,12,17
107,108,Battlefield of Eternity,TeamLeague,Mal'Ganis,Kael'thas,Azmodan,Varian,Cassia,Diablo,Valla,Whitemane,Artanis,Li Li,Johanna,Muradin,Nazeebo,Arthas,Tychus,Li-Ming,12,6,9,5,20,11,16,13,20,7
108,109,Braxis Holdout,UnrankedDraft,Azmodan,Mal'Ganis,Kel'Thuzad,Fenix,Ana,Kael'thas,Muradin,Sylvanas,Anub'arak,Jaina,Ragnaros,Uther,Falstad,Rehgar,Alarak,Gul'dan,20,20,15,20,12,20,11,20,12,13
109,110,Cursed Hollow,TeamLeague,Diablo,Mal'Ganis,Kerrigan,Kael'thas,Deckard,Li Li,Azmodan,Varian,Xul,Dehaka,Falstad,Whitemane,Zul'jin,Rehgar,Stitches,Arthas,10,11,4,8,20,14,20,10,20,19
110,111,Volskaya Foundry,TeamLeague,Mal'Ganis,Kerrigan,,Deckard,Diablo,Whitemane,Thrall,Azmodan,Yrel,Nazeebo,Greymane,Cho,Gall,Auriel,Johanna,Ana,9,10,10,20,5,12,12,10,15,10
111,112,Volskaya Foundry,TeamLeague,Kael'thas,Nazeebo,Diablo,Mal'Ganis,Whitemane,Anub'arak,Azmodan,Fenix,Deckard,Varian,Raynor,Artanis,Johanna,Ana,Blaze,Falstad,19,10,1,1,6,12,10,6,6,20
112,113,Alterac Pass,TeamLeague,Kael'thas,Varian,Nazeebo,Garrosh,Mal'Ganis,Diablo,Junkrat,Li-Ming,Deckard,Lucio,E.T.C.,Maiev,Artanis,Nova,Gazlowe,Stitches,20,11,3,9,20,14,20,20,20,20
113,114,Garden of Terror,UnrankedDraft,Mal'Ganis,Varian,Azmodan,Garrosh,,Jaina,Ragnaros,Whitemane,Diablo,Genji,Diablo,Sylvanas,Abathur,Ana,Fenix,Gul'dan,11,10,9,16,9,20,20,10,12,18
114,115,Braxis Holdout,TeamLeague,Azmodan,Ragnaros,Mal'Ganis,Dehaka,Brightwing,Lt. Morales,Fenix,Cho,Gall,Stitches,Jaina,Varian,Alexstrasza,Stukov,Rexxar,Falstad,7,4,7,8,11,20,6,8,5,20
115,116,Tomb of the Spider Queen,TeamLeague,Kerrigan,Deckard,Mal'Ganis,Whitemane,Kel'Thuzad,Azmodan,Thrall,Diablo,Ana,Muradin,Rehgar,Sylvanas,Kael'thas,Probius,Raynor,Zarya,14,20,15,13,20,11,20,20,12,13
116,117,Dragon Shire,TeamLeague,Mal'Ganis,Garrosh,Whitemane,Kerrigan,Lucio,Azmodan,Hanzo,Jaina,Diablo,Muradin,Malthael,Zeratul,Raynor,Varian,Li Li,Tyrande,15,20,20,18,20,20,18,3,20,11
117,118,Towers of Doom,UnrankedDraft,Whitemane,Kael'thas,Azmodan,Brightwing,Falstad,Deckard,Xul,Mal'Ganis,Genji,Varian,Stukov,Garrosh,Lt. Morales,Tychus,Muradin,Zeratul,2,7,20,20,12,12,20,5,7,4
118,119,Infernal Shrines,UnrankedDraft,Mal'Ganis,Kael'thas,Azmodan,Varian,Auriel,Jaina,Gul'dan,Whitemane,Garrosh,Muradin,Junkrat,Nazeebo,Maiev,Malfurion,Anub'arak,Blaze,14,8,16,20,11,6,20,14,11,4
119,120,Dragon Shire,TeamLeague,Azmodan,Raynor,Mal'Ganis,Kharazim,Whitemane,Kael'thas,Mephisto,Zul'jin,Diablo,Johanna,Artanis,Deckard,Falstad,Alexstrasza,Cassia,Malthael,2,20,12,15,11,6,16,7,12,13
120,121,Volskaya Foundry,TeamLeague,Stukov,Kerrigan,Kael'thas,Diablo,Raynor,Cho,Artanis,Li Li,Tychus,Mal'Ganis,Mephisto,Tyrael,Mal'Ganis,Zarya,Jaina,Brightwing,16,2,2,8,20,20,8,6,11,6
121,122,Battlefield of Eternity,TeamLeague,Azmodan,Hanzo,Artanis,Mal'Ganis,Nazeebo,Johanna,Genji,Valla,Li-Ming,Diablo,Kerrigan,Brightwing,Varian,Lucio,Cassia,Muradin,10,16,20,17,20,20,20,7,9,12
122,123,Towers of Doom,TeamLeague,Genji,Kerrigan,Garrosh,Mal'Ganis,Diablo,Muradin,Mephisto,Murky,Medivh,Yrel,Alexstrasza,Xul,Alarak,Tychus,Greymane,Lucio,12,18,12,5,20,2,13,4,10,18
123,124,Warhead Junction,UnrankedDraft,Li Li,Mal'Ganis,Brightwing,Kael'thas,Diablo,Malfurion,Zagara,Jaina,Azmodan,Falstad,Deckard,E.T.C.,Illidan,Leoric,Anub'arak,Ana,11,15,20,14,2,20,20,4,11,10
124,125,Infernal Shrines,TeamLeague,Genji,Mal'Ganis,Diablo,Kerrigan,Azmodan,Dehaka,Kael'thas,Johanna,Jaina,Cassia,Li Li,Brightwing,Nova,Muradin,Sonya,Tassadar,13,20,20,10,12,5,20,20,5,4
125,126,Infernal Shrines,UnrankedDraft,Mal'Ganis,Azmodan,Whitemane,Deckard,Garrosh,Stukov,Greymane,Fenix,Kael'thas,Jaina,Li Li,Brightwing,Arthas,Zagara,E.T.C.,Varian,14,5,16,15,8,19,6,12,20,5
126,127,Hanamura Temple,UnrankedDraft,Kerrigan,Mal'Ganis,Garrosh,Maiev,Diablo,Varian,Azmodan,Ana,Blaze,Genji,Alexstrasza,Alarak,Muradin,Arthas,Artanis,Tychus,20,6,7,12,4,20,6,5,5,15
127,128,Infernal Shrines,UnrankedDraft,Mal'Ganis,Diablo,Tychus,Cho,Alexstrasza,Malthael,Garrosh,Thrall,Lt. Morales,Azmodan,Zarya,Kael'thas,Johanna,Tyrande,Alarak,Murky,13,7,20,20,20,20,17,4,6,6
128,129,Towers of Doom,TeamLeague,Kerrigan,Diablo,Kael'thas,Mal'Ganis,Genji,Medivh,Azmodan,Dehaka,Stitches,Rehgar,Muradin,Tychus,Li-Ming,Tassadar,Tracer,Lt. Morales,7,20,20,20,20,17,20,15,20,20
129,130,Volskaya Foundry,TeamLeague,Azmodan,Mal'Ganis,Samuro,Jaina,Yrel,Cho,Diablo,Muradin,Stukov,Cassia,Lucio,Raynor,Dehaka,Zul'jin,Kel'Thuzad,Li-Ming,20,20,20,7,20,18,20,20,20,20
130,131,Alterac Pass,TeamLeague,Azmodan,Genji,Diablo,Mephisto,Lucio,Alexstrasza,Raynor,Hanzo,Mal'Ganis,Tyrael,Leoric,Varian,Xul,Brightwing,Chromie,Deckard,9,20,2,13,17,4,10,20,20,1
131,132,Braxis Holdout,HeroLeague,Mal'Ganis,Kerrigan,Azmodan,Nazeebo,Stukov,Li Li,Kael'thas,Ragnaros,Gul'dan,Zul'jin,E.T.C.,Diablo,Johanna,Varian,Deckard,Brightwing,20,17,5,17,12,18,9,17,8,20
132,133,Dragon Shire,TeamLeague,Kael'thas,Falstad,Dehaka,Gul'dan,Stukov,Mal'Ganis,Diablo,Fenix,Brightwing,Zagara,Valla,Cho,Gall,Tychus,Lucio,Artanis,20,5,20,15,20,20,18,18,1,20
133,134,Infernal Shrines,TeamLeague,Diablo,Mal'Ganis,Kerrigan,Mephisto,Artanis,Stitches,Azmodan,Kael'thas,Sonya,Jaina,Muradin,Whitemane,Garrosh,Malthael,Ana,Greymane,14,17,7,20,20,13,8,12,6,11
134,135,Volskaya Foundry,TeamLeague,Azmodan,Genji,Mal'Ganis,Garrosh,Johanna,Diablo,Chromie,Tyrande,Li-Ming,Maiev,Ana,Tyrael,Varian,E.T.C.,Stitches,Raynor,14,11,16,15,8,15,20,14,20,20
135,136,Infernal Shrines,UnrankedDraft,Azmodan,Arthas,Mal'Ganis,Garrosh,Varian,Diablo,Auriel,Sylvanas,Ana,Kel'Thuzad,Blaze,Kael'thas,Malthael,Zeratul,Johanna,E.T.C.,20,2,15,7,2,1,14,11,10,20
136,137,Braxis Holdout,TeamLeague,Ragnaros,Azmodan,Mal'Ganis,Kael'thas,Stukov,Diablo,Varian,Gul'dan,Brightwing,Genji,Chromie,Johanna,Tracer,Auriel,D.Va,Anub'arak,20,20,20,20,11,16,5,19,20,12
137,138,Volskaya Foundry,TeamLeague,Kael'thas,Azmodan,,Genji,Garrosh,Mal'Ganis,Tracer,Diablo,Varian,Samuro,Li Li,Deckard,Li-Ming,Sonya,E.T.C.,Xul,20,18,15,2,7,15,9,9,5,1
138,139,Sky Temple,TeamLeague,Azmodan,Gall,Medivh,Kerrigan,Kel'Thuzad,Kael'thas,Dehaka,Mal'Ganis,Li Li,Varian,Brightwing,Nazeebo,Cassia,Genji,Li-Ming,Johanna,16,5,20,20,19,20,20,20,6,11
139,140,Cursed Hollow,HeroLeague,Maiev,Mal'Ganis,Genji,Mephisto,Alexstrasza,Zeratul,Chromie,Dehaka,Ana,Diablo,Kharazim,Li-Ming,Raynor,Anub'arak,Falstad,Stitches,16,16,6,20,20,20,19,16,17,10
140,141,Sky Temple,HeroLeague,Diablo,Mal'Ganis,Jaina,Genji,Brightwing,Ana,Li-Ming,Falstad,Azmodan,Kerrigan,Johanna,Alexstrasza,E.T.C.,Uther,Abathur,Alarak,20,9,20,20,18,15,20,9,17,20
141,142,Dragon Shire,HeroLeague,Genji,Kerrigan,Mal'Ganis,Diablo,Raynor,Zeratul,Yrel,Varian,Li-Ming,Nazeebo,Arthas,Valla,Auriel,Brightwing,Nova,E.T.C.,6,6,20,14,7,20,7,5,20,20
142,143,Cursed Hollow,TeamLeague,Abathur,Mal'Ganis,Genji,Diablo,Ana,Dehaka,Hanzo,Azmodan,Kael'thas,Malthael,Jaina,Illidan,Kharazim,Muradin,Li Li,Varian,7,10,20,5,20,16,20,20,20,10
143,144,Tomb of the Spider Queen,TeamLeague,Azmodan,Jaina,Mal'Ganis,Garrosh,Whitemane,Stukov,Kael'thas,Anub'arak,Diablo,Sylvanas,Tychus,Alexstrasza,Greymane,Stitches,Ana,Kel'Thuzad,20,19,20,20,20,13,15,13,11,20
144,145,Dragon Shire,HeroLeague,Azmodan,Kerrigan,Whitemane,Garrosh,Tyrande,Diablo,Mal'Ganis,Li-Ming,Deckard,Jaina,Artanis,Arthas,E.T.C.,Greymane,Rehgar,Falstad,5,20,7,9,18,14,20,9,20,13
145,146,Infernal Shrines,UnrankedDraft,Azmodan,Kerrigan,Genji,Raynor,Whitemane,Arthas,Maiev,Sonya,Gul'dan,Mal'Ganis,Thrall,Tychus,Brightwing,Hanzo,Li Li,Anub'arak,20,7,12,6,10,10,10,17,20,12
146,147,Alterac Pass,TeamLeague,Genji,Zeratul,Azmodan,Mal'Ganis,Kerrigan,Stitches,Diablo,Valla,Li Li,Hanzo,Raynor,Varian,Garrosh,Deckard,Thrall,Cassia,20,20,6,19,12,13,6,1,20,10
147,148,Infernal Shrines,TeamLeague,Azmodan,Mephisto,Mal'Ganis,Kael'thas,Genji,,Deckard,Falstad,Kel'Thuzad,Jaina,Johanna,Diablo,Ana,Stitches,Ragnaros,Nazeebo,2,20,7,13,11,18,20,10,14,20
148,149,Battlefield of Eternity,TeamLeague,Deckard,Genji,Diablo,Mal'Ganis,Gall,Whitemane,Hanzo,Greymane,Varian,Li Li,Garrosh,Li-Ming,Alexstrasza,Zarya,Alarak,Muradin,20,20,20,12,10,18,10,14,10,15
149,150,Hanamura Temple,UnrankedDraft,Mal'Ganis,Azmodan,Raynor,Whitemane,Johanna,Deckard,Kael'thas,Greymane,Anub'arak,Ana,Kel'Thuzad,Kharazim,Genji,Garrosh,Tracer,Alarak,8,20,13,12,8,12,6,12,20,13
150,151,Volskaya Foundry,TeamLeague,Azmodan,Kael'thas,Whitemane,Mal'Ganis,Fenix,Lt. Morales,Zagara,Nazeebo,Deckard,Lucio,Garrosh,E.T.C.,Arthas,Artanis,Chromie,Valeera,4,20,4,8,4,4,17,2,5,20
151,152,Tomb of the Spider Queen,TeamLeague,Azmodan,Mal'Ganis,Kerrigan,Diablo,Whitemane,Garrosh,Valla,Deckard,Li-Ming,Blaze,Greymane,Leoric,Sylvanas,Alexstrasza,D.Va,Stitches,20,3,20,11,1,20,20,11,19,8
152,153,Sky Temple,UnrankedDraft,Mal'Ganis,Valla,Kael'thas,Blaze,Diablo,Muradin,Whitemane,Abathur,Deckard,D.Va,Greymane,Samuro,Anub'arak,Raynor,E.T.C.,Varian,2,10,13,11,10,14,11,15,9,20
153,154,Sky Temple,TeamLeague,Whitemane,Azmodan,Medivh,Mal'Ganis,Uther,Muradin,Diablo,Kael'thas,Ragnaros,Genji,Falstad,Ana,Anub'arak,Dehaka,Stukov,Zarya,14,20,16,10,18,9,20,20,19,12
154,155,Tomb of the Spider Queen,TeamLeague,Kael'thas,Azmodan,Mal'Ganis,Kerrigan,Diablo,Tychus,Raynor,Stitches,Thrall,Xul,Brightwing,Whitemane,Varian,Gall,Cho,Falstad,16,20,20,20,9,4,14,4,4,13
155,156,Cursed Hollow,TeamLeague,Azmodan,Mal'Ganis,Falstad,Dehaka,Whitemane,Ana,Blaze,Johanna,Hanzo,Jaina,Garrosh,Alexstrasza,Illidan,Cassia,Li Li,Kael'thas,3,20,3,20,6,20,16,7,6,20
156,157,Tomb of the Spider Queen,UnrankedDraft,Whitemane,Mal'Ganis,Stitches,Azmodan,Gul'dan,Varian,Ana,Kael'thas,Kerrigan,Alarak,E.T.C.,Yrel,Johanna,Nazeebo,Jaina,Alexstrasza,20,20,6,20,20,14,10,6,13,9
157,158,Cursed Hollow,HeroLeague,Mal'Ganis,Azmodan,Kerrigan,Genji,Kael'thas,Hanzo,Diablo,Muradin,Gul'dan,Blaze,Raynor,Sylvanas,Zeratul,Tyrande,Thrall,Samuro,20,17,20,10,12,15,20,17,20,6
158,159,Tomb of the Spider Queen,TeamLeague,Genji,Diablo,Mal'Ganis,Kerrigan,Garrosh,Johanna,Raynor,Jaina,Stukov,Blaze,Nazeebo,Xul,Medivh,Uther,Tychus,E.T.C.,20,20,20,9,20,10,13,5,11,20
159,160,Infernal Shrines,HeroLeague,Mal'Ganis,Azmodan,Mephisto,Kerrigan,Whitemane,Deckard,Kael'thas,Jaina,Nazeebo,Zagara,E.T.C.,D.Va,Blaze,Brightwing,Varian,Rehgar,20,6,20,18,20,20,6,6,6,20
160,161,Tomb of the Spider Queen,HeroLeague,Genji,Azmodan,Mal'Ganis,Diablo,Fenix,Whitemane,Kael'thas,Hanzo,Muradin,Johanna,Stukov,Ana,Greymane,Zeratul,Arthas,Raynor,20,14,9,20,20,20,16,18,20,12
161,162,Infernal Shrines,TeamLeague,Diablo,Azmodan,Whitemane,Mal'Ganis,Deckard,Johanna,Kerrigan,Kael'thas,Blaze,Artanis,Anub'arak,Brightwing,Maiev,Chromie,Stukov,Garrosh,20,20,16,15,20,20,12,14,20,12
162,163,Infernal Shrines,HeroLeague,Kerrigan,Genji,Mal'Ganis,Azmodan,Li Li,Johanna,Valeera,Nova,Mephisto,Murky,Muradin,Gazlowe,Diablo,Abathur,Samuro,Alexstrasza,6,20,7,10,11,20,20,15,15,8
163,164,Alterac Pass,UnrankedDraft,Azmodan,Kael'thas,Garrosh,Diablo,Brightwing,Alexstrasza,Mephisto,Sylvanas,Varian,Cassia,E.T.C.,Yrel,Abathur,Deckard,Zagara,Whitemane,2,16,10,9,20,9,20,1,20,1
164,165,Cursed Hollow,TeamLeague,Kael'thas,Azmodan,Mal'Ganis,Raynor,Genji,Li Li,Dehaka,Varian,Kerrigan,Johanna,Brightwing,Li-Ming,Diablo,Gul'dan,Tychus,Rehgar,13,12,6,19,11,3,20,7,6,9
165,166,Dragon Shire,TeamLeague,Kerrigan,Li Li,Mal'Ganis,Diablo,Kael'thas,Gall,Azmodan,Zul'jin,Auriel,Dehaka,Whitemane,Genji,Leoric,Johanna,Cassia,Chromie,20,4,10,13,7,6,10,20,6,6
166,167,Volskaya Foundry,HeroLeague,Mal'Ganis,Kerrigan,Genji,Azmodan,Varian,Diablo,Junkrat,Li-Ming,Whitemane,Anub'arak,Lt. Morales,E.T.C.,Lunara,Raynor,Arthas,Leoric,12,20,15,8,20,20,13,9,10,20
167,168,Volskaya Foundry,TeamLeague,Kael'thas,Kerrigan,Varian,Diablo,Brightwing,Whitemane,Azmodan,Mal'Ganis,Jaina,Yrel,Tychus,Malthael,Fenix,Nova,Li Li,Lucio,6,6,11,11,11,5,20,15,4,5
168,169,Sky Temple,TeamLeague,Azmodan,Kael'thas,Stukov,Sylvanas,Zagara,Lt. Morales,Muradin,Xul,Valla,Whitemane,Diablo,Brightwing,Nova,Ragnaros,Fenix,E.T.C.,20,3,6,5,8,5,9,20,20,6
169,170,Battlefield of Eternity,TeamLeague,Mephisto,,Kerrigan,Mal'Ganis,Deckard,Whitemane,Valla,Johanna,Kael'thas,Diablo,Artanis,Azmodan,Alarak,Li-Ming,Lt. Morales,Rehgar,20,11,5,20,20,20,10,20,9,18
170,171,Towers of Doom,TeamLeague,Azmodan,,Varian,Mal'Ganis,Stukov,Uther,Sylvanas,Genji,Maiev,Stitches,Jaina,Whitemane,Diablo,Alarak,Deckard,Falstad,10,20,3,6,13,1,8,5,6,13
171,172,Volskaya Foundry,HeroLeague,Azmodan,Raynor,Kerrigan,Mal'Ganis,Stukov,Diablo,Nazeebo,Kael'thas,Dehaka,Jaina,Johanna,Muradin,Li Li,D.Va,Rehgar,Valla,20,20,13,16,9,10,20,16,18,20
172,173,Alterac Pass,TeamLeague,Azmodan,Mal'Ganis,Kerrigan,Diablo,Leoric,Gul'dan,Li Li,Maiev,Sonya,Falstad,Kael'thas,Whitemane,Zagara,Muradin,The Lost Vikings,E.T.C.,20,8,20,20,13,15,20,11,8,14
173,174,Volskaya Foundry,TeamLeague,,Mal'Ganis,Hanzo,Azmodan,Stitches,Arthas,Genji,Raynor,Diablo,Kerrigan,Anub'arak,Mephisto,Varian,Stukov,Kharazim,Alexstrasza,20,20,20,20,9,5,5,13,9,8
174,175,Towers of Doom,TeamLeague,Azmodan,Deckard,Samuro,Mal'Ganis,Ana,Valeera,Jaina,Mephisto,Brightwing,Diablo,Kerrigan,Muradin,Artanis,Leoric,Whitemane,Sylvanas,20,9,10,20,20,14,9,20,5,20
175,176,Battlefield of Eternity,UnrankedDraft,Mal'Ganis,Artanis,Valla,Lunara,Whitemane,Li-Ming,Kael'thas,Greymane,Muradin,Diablo,Leoric,Jaina,Auriel,Tyrande,Thrall,Rexxar,20,20,6,7,12,6,20,6,16,6
176,177,Alterac Pass,UnrankedDraft,Genji,Azmodan,Mal'Ganis,Whitemane,Diablo,Lunara,Maiev,Kharazim,Hanzo,Lt. Morales,Dehaka,Kael'thas,Yrel,Sylvanas,Valeera,Anub'arak,10,20,9,3,3,10,20,17,6,1
177,178,Volskaya Foundry,UnrankedDraft,Mal'Ganis,Kerrigan,Whitemane,Dehaka,Diablo,Garrosh,Azmodan,Deckard,Leoric,Maiev,Alexstrasza,Junkrat,Medivh,Hanzo,Blaze,Varian,9,5,7,5,14,9,20,18,3,20
178,179,Sky Temple,HeroLeague,Alexstrasza,Whitemane,Mal'Ganis,Azmodan,Lt. Morales,Dehaka,Greymane,Li Li,Hanzo,Diablo,Sgt. Hammer,Illidan,Mephisto,Malfurion,Sonya,Muradin,20,7,7,20,20,6,5,15,20,13
179,180,Alterac Pass,UnrankedDraft,Mal'Ganis,Garrosh,Genji,Deckard,Whitemane,Diablo,Thrall,Kel'Thuzad,Brightwing,Anub'arak,Dehaka,Artanis,Muradin,Li Li,Raynor,Azmodan,20,20,20,15,11,18,19,20,14,20
180,181,Volskaya Foundry,TeamLeague,Jaina,Yrel,Garrosh,Mal'Ganis,Whitemane,Azmodan,Artanis,Alexstrasza,Diablo,Hanzo,Muradin,Genji,Li-Ming,Brightwing,Chromie,Dehaka,20,20,20,19,20,20,20,20,20,20
181,182,Infernal Shrines,TeamLeague,Kerrigan,Raynor,Mal'Ganis,Kael'thas,Chromie,Varian,Diablo,Lt. Morales,Valla,Alexstrasza,Genji,Rexxar,Stitches,Falstad,Sonya,Jaina,20,3,18,20,13,5,2,8,17,5
182,183,Infernal Shrines,HeroLeague,Abathur,Diablo,Mal'Ganis,Zeratul,Whitemane,Deckard,Genji,Sonya,Jaina,Leoric,Anub'arak,Varian,Rehgar,Gul'dan,Lucio,Tychus,20,7,20,7,20,16,20,17,6,14
183,184,Tomb of the Spider Queen,TeamLeague,Azmodan,Mal'Ganis,Genji,Zeratul,Auriel,Alexstrasza,Nazeebo,Diablo,Kael'thas,Gul'dan,Johanna,Cassia,Tyrande,Brightwing,Zarya,Zagara,14,8,20,8,10,20,20,20,12,20
184,185,Sky Temple,TeamLeague,Diablo,Li Li,Kerrigan,Alexstrasza,Cassia,Valla,Deckard,Azmodan,Mal'Ganis,Johanna,Jaina,Varian,Azmodan,Arthas,Malthael,Kael'thas,13,20,5,6,20,20,20,18,7,12
185,186,Battlefield of Eternity,UnrankedDraft,Mal'Ganis,Azmodan,Yrel,Whitemane,Tyrande,Diablo,Kael'thas,Rehgar,Hanzo,Johanna,Valla,Gul'dan,Muradin,Artanis,Lt. Morales,Kerrigan,20,19,20,11,20,11,15,13,14,7
186,187,Braxis Holdout,HeroLeague,Mal'Ganis,Azmodan,Kerrigan,Deckard,Artanis,Malfurion,Garrosh,Diablo,Fenix,Kael'thas,Auriel,Brightwing,Thrall,Tychus,Rexxar,Raynor,9,20,11,20,9,20,19,20,8,20
187,188,Braxis Holdout,UnrankedDraft,Mal'Ganis,Diablo,Azmodan,Fenix,Kel'Thuzad,Gul'dan,E.T.C.,Johanna,Whitemane,Lt. Morales,Blaze,Jaina,Greymane,Kael'thas,Genji,Probius,7,11,16,7,1,20,20,10,12,10
188,189,Alterac Pass,TeamLeague,Azmodan,Mal'Ganis,Whitemane,Varian,Alexstrasza,Tychus,Dehaka,Diablo,Tyrande,Gall,Cho,Abathur,Malthael,Falstad,Auriel,Anub'arak,20,20,7,11,8,20,10,20,10,13
189,190,Alterac Pass,TeamLeague,Abathur,Azmodan,Mal'Ganis,Whitemane,Fenix,Genji,Diablo,Dehaka,Valla,Jaina,Li Li,Muradin,Gul'dan,Valeera,Tassadar,Uther,20,20,20,11,20,20,20,12,20,20
190,191,Braxis Holdout,TeamLeague,Malthael,Mal'Ganis,Kerrigan,Diablo,Stukov,Whitemane,Yrel,Azmodan,Gul'dan,Ragnaros,Li-Ming,Johanna,Leoric,Garrosh,Li Li,Ana,20,6,17,16,16,15,15,13,15,9
191,192,Cursed Hollow,UnrankedDraft,Brightwing,Diablo,Hanzo,Genji,Muradin,Greymane,Kerrigan,Uther,Anub'arak,Azmodan,Blaze,Li-Ming,Arthas,E.T.C.,Alexstrasza,Lunara,20,20,13,17,20,20,13,20,8,20
192,193,Tomb of the Spider Queen,TeamLeague,Malthael,Azmodan,Brightwing,Cho,Mal'Ganis,Li Li,Diablo,Raynor,Sylvanas,Kael'thas,Deckard,Rexxar,Fenix,Varian,Thrall,Ana,13,8,10,20,1,9,20,15,20,10
193,194,Tomb of the Spider Queen,TeamLeague,Genji,Azmodan,Kel'Thuzad,Mal'Ganis,Li Li,Whitemane,Falstad,Xul,Alarak,Garrosh,Nazeebo,Kael'thas,Arthas,Stitches,Deckard,Lucio,20,3,14,8,6,10,5,8,1,12
194,195,Towers of Doom,HeroLeague,Zeratul,Mal'Ganis,Abathur,Kerrigan,Whitemane,Maiev,Jaina,Hanzo,Li Li,Cassia,Diablo,Azmodan,Thrall,Ana,Sonya,Muradin,20,8,20,20,9,13,20,12,20,11
195,196,Tomb of the Spider Queen,UnrankedDraft,Azmodan,Kerrigan,Mal'Ganis,Genji,Deckard,Artanis,Mephisto,Whitemane,Diablo,Stitches,Sylvanas,Jaina,Dehaka,Raynor,Malfurion,Nazeebo,6,3,20,8,20,20,14,8,11,20
196,197,Tomb of the Spider Queen,HeroLeague,Mal'Ganis,Whitemane,Diablo,Azmodan,Genji,Auriel,Arthas,Gul'dan,Raynor,Artanis,Kel'Thuzad,E.T.C.,Lt. Morales,Hanzo,Li Li,Yrel,19,13,20,20,7,19,20,20,20,5
197,198,Dragon Shire,TeamLeague,Varian,Kerrigan,Azmodan,Mal'Ganis,Whitemane,Diablo,Li-Ming,Kael'thas,Li Li,Zul'jin,Tyrael,Garrosh,Ragnaros,Muradin,Malfurion,Valla,20,8,11,20,11,15,18,9,20,10
198,199,Towers of Doom,HeroLeague,Azmodan,Mal'Ganis,Kerrigan,Alarak,Kael'thas,Diablo,Stitches,Junkrat,Malthael,Zarya,Brightwing,Muradin,Stukov,Falstad,Tracer,Yrel,13,18,7,18,20,10,20,20,5,10
199,200,Alterac Pass,TeamLeague,Genji,Mal'Ganis,Mephisto,Garrosh,Zeratul,Valeera,Diablo,Whitemane,Hanzo,Falstad,Ana,Muradin,Alarak,Sylvanas,Thrall,Artanis,15,20,20,20,15,13,20,10,7,14
200,201,Dragon Shire,TeamLeague,Cho,Mal'Ganis,Li Li,Artanis,Muradin,Brightwing,Whitemane,Diablo,Xul,Azmodan,Cassia,Tyrande,Kel'Thuzad,Dehaka,Falstad,Hanzo,5,9,4,20,20,13,9,4,20,8
201,202,Sky Temple,TeamLeague,Genji,Mephisto,Mal'Ganis,Kerrigan,Garrosh,Li Li,Samuro,Artanis,Zagara,Deckard,Azmodan,Kel'Thuzad,Illidan,Valla,Diablo,Rehgar,14,9,4,2,4,8,9,20,7,9
202,203,Braxis Holdout,HeroLeague,Mal'Ganis,Garrosh,Chromie,Genji,,Varian,Kael'thas,Stitches,Li Li,Tyrael,Illidan,Ragnaros,Artanis,Probius,Uther,Jaina,14,18,12,20,20,16,14,17,20,20
203,204,Sky Temple,TeamLeague,Abathur,Genji,Mal'Ganis,Whitemane,Tyrande,Ana,Kerrigan,Mephisto,Azmodan,Diablo,Dehaka,Deckard,Muradin,Li-Ming,Stukov,Medivh,10,2,5,20,10,19,20,20,20,20
204,205,Sky Temple,TeamLeague,Azmodan,Mal'Ganis,Chromie,Kael'thas,Gul'dan,Alarak,Falstad,Muradin,Raynor,Deckard,Johanna,Yrel,Brightwing,Xul,Fenix,Greymane,18,6,8,10,20,4,20,3,11,20
205,206,Towers of Doom,HeroLeague,Mephisto,Mal'Ganis,Genji,Ana,Whitemane,Raynor,Artanis,E.T.C.,Chromie,Lunara,Zeratul,Greymane,Diablo,Li Li,Garrosh,Illidan,13,20,20,20,20,18,8,6,13,5
206,207,Towers of Doom,HeroLeague,Garrosh,Mal'Ganis,Azmodan,Diablo,Li Li,Varian,Murky,Malfurion,Valeera,Jaina,Anub'arak,Greymane,Stitches,Sonya,Brightwing,Abathur,10,9,6,11,20,10,18,10,12,16
207,208,Tomb of the Spider Queen,TeamLeague,Mal'Ganis,Kerrigan,Mephisto,Azmodan,Whitemane,Genji,Diablo,Deckard,Muradin,Gul'dan,Ragnaros,Nazeebo,Zarya,Raynor,Tyrande,Jaina,17,20,20,12,18,16,20,8,20,20
208,209,Alterac Pass,HeroLeague,Azmodan,Mal'Ganis,Tracer,Mephisto,Li Li,Raynor,Varian,Sylvanas,Diablo,Anub'arak,Li-Ming,Kael'thas,Zarya,Nazeebo,Lucio,Alexstrasza,12,20,20,12,14,20,20,20,20,6
